0 	 0.000018
1 	 0.000005
2 	 0.000000
3 	 0.000003
4 	 0.000005
5 	 0.000004
6 	 0.000004
7 	 0.000003
8 	 0.000004
9 	 0.000004
10 	 0.000012
11 	 0.000009
12 	 0.000003
13 	 0.000029
14 	 0.000012
15 	 0.000005
16 	 0.000006
17 	 0.000014
18 	 0.000004
19 	 0.000004
20 	 0.000004
21 	 0.000004
22 	 0.000003
23 	 0.000003
24 	 0.000004
25 	 0.000004
