1 	 0.000005
2 	 0.000000
3 	 0.000001
4 	 0.000001
5 	 0.000000
6 	 0.000000
7 	 0.000000
8 	 0.000005
9 	 0.000000
10 	 0.000001
11 	 0.000001
12 	 0.000009
13 	 0.000002
14 	 0.000001
15 	 0.000000
16 	 0.000002
17 	 0.000000
18 	 0.000005
19 	 0.000000
20 	 0.000000
21 	 0.000000
22 	 0.000000
23 	 0.000002
24 	 0.000001
25 	 0.000000
